Product ID,ProductName,Category, Category ID,OrderID,CustomerID,OrderStatus,ReturnEligible,ShippingDate
28429,bosch silenceplus geschirrsp ler edelstahl smi46gs01e,Dishwashers,2619,1365,979,Delivered,True,2024-09-30 12:24:37.765490
11343,panasonic tx 32fs503b led hdr hd ready 720p smart tv 32 with freeview play/freesat hd black,TVs,2614,1022,968,Delivered,False,2024-10-19 12:24:37.765490
2953,200 small nitrile examination gloves,Mobile Phones,2612,3030,1462,Pending,False,2024-10-19 12:24:37.765490
37459,291litre fridge freezer class a low frost s/s look,Fridge Freezers,2622,2167,287,Pending,False,2024-10-10 12:24:37.765490
37590,american fridge freezer,Fridge Freezers,2622,2012,993,Cancelled,False,2024-10-02 12:24:37.765490
1046,samsung galaxy j3 sm j320f 5 4g 1.5gb 8gb 2600mah black,Mobile Phones,2612,3184,1369,Delivered,False,2024-10-21 12:24:37.765490
17703,amd opteron 2210 1.8ghz 2mb l2 processor,CPUs,2615,1862,2102,Shipped,False,2024-10-11 12:24:37.765490
14885,intel xeon e5 2603v4 1.7 ghz 6 core 6 threads 15 mb cache lga2011 v3 socket oem,CPUs,2615,1028,891,Pending,False,2024-10-24 12:24:37.765490
25343,siemens einbau mikrowelle mit dampfgarfunktion edelstahl cp565ags0,Microwaves,2618,1378,494,Shipped,False,2024-10-10 12:24:37.765490
46083,bosch kil32ad40 freistehend 154l a wei,Fridges,2623,1077,1686,Pending,False,2024-10-20 12:24:37.765490
10435,sony kd 65xf9005bu,TVs,2614,1445,2187,Pending,False,2024-09-29 12:24:37.765490
40724,samsung rsg5mubp1/xeu american style fridge freezer,Fridge Freezers,2622,2356,451,Pending,False,2024-09-30 12:24:37.765490
17129,hewlett packard enterprise dl160 g6 e5606 fio kit 2.13ghz 8mb l3 processor,CPUs,2615,2509,1475,Pending,False,2024-10-08 12:24:37.765490
22736,panasonic dmc sz10ef k 12 multiplier x,Digital Cameras,2617,2974,993,Cancelled,False,2024-10-25 12:24:37.765490
28971,siemens sn514s00ae integrierbar 12stellen a,Dishwashers,2619,1940,1289,Pending,False,2024-10-14 12:24:37.765490
45336,liebherr fridge 50cm under counter with ice box,Fridges,2623,3230,26,Delivered,False,2024-10-13 12:24:37.765490
36149,liebherr einbau gefrierschrank premium mit nofrost sign 3576,Freezers,2621,2363,1659,Shipped,False,2024-10-21 12:24:37.765490
23368,panasonic lumix dmc g81 body schwarz,Digital Cameras,2617,1391,909,Delivered,True,2024-10-01 12:24:37.765490
42251,siemens k hl /gefrier kombination t ren edelstahl look kg39nvl35 a,Fridge Freezers,2622,2963,1758,Pending,False,2024-10-15 12:24:37.765490
12519,samsung ue75mu7000 75 inch ultra hd smart tv,TVs,2614,1064,2060,Delivered,True,2024-10-11 12:24:37.765490
17244,intel xeon e5606 processor 2.13 ghz box 8 mb l3,CPUs,2615,2535,809,Shipped,False,2024-10-07 12:24:37.765490
13840,amd ryzen 7 eight core 1700 3.70ghz socket am4 processor retail,CPUs,2615,2871,981,Cancelled,False,2024-10-10 12:24:37.765490
442,samsung galaxy j5 2017 black 5.2 16gb 4g unlocked sim free,Mobile Phones,2612,3228,828,Shipped,False,2024-10-22 12:24:37.765490
42046,candy ccbf5172wk frost free tall fridge freezer in white,Fridge Freezers,2622,1344,397,Cancelled,False,2024-10-13 12:24:37.765490
22294,x t3 with 18 55mm xf black,Digital Cameras,2617,1368,1227,Pending,False,2024-10-23 12:24:37.765490
43803,liebherr tp1410 55cm freestanding undercounter larder fridge white,Fridges,2623,1083,1452,Delivered,True,2024-09-30 12:24:37.765490
3939,samsung i900 omnia 8gb mobile phone,Mobile Phones,2612,1744,333,Shipped,False,2024-10-12 12:24:37.765490
22755,olympus pen f camera 17 mm lens silver,Digital Cameras,2617,1757,2185,Cancelled,False,2024-10-21 12:24:37.765490
34491,bosch waschmaschine wan281e27,Washing Machines,2620,2805,221,Shipped,False,2024-10-02 12:24:37.765490
29644,bosch einbausp ler 60cm smi46as01e,Dishwashers,2619,1672,2346,Cancelled,False,2024-10-21 12:24:37.765490
40455,beko asd241b frost free black american fridge freezer with non plumbed water dispenser black,Fridge Freezers,2622,1864,1402,Shipped,False,2024-10-28 12:24:37.765490
14729,intel pentium dual core g4520 3.60ghz s1151 3mb cache processor,CPUs,2615,3090,967,Shipped,False,2024-10-27 12:24:37.765490
46139,ksv29nw30g classixx upright fridge white,Fridges,2623,3104,1556,Delivered,False,2024-10-28 12:24:37.765490
14,apple iphone 8 plus 5.5 single sim 4g 64gb grey,Mobile Phones,2612,2301,1546,Shipped,False,2024-10-11 12:24:37.765490
3363,vkworld new stone v3 triple sim ip68 waterproof shockproof dustproof,Mobile Phones,2612,2481,998,Cancelled,False,2024-10-08 12:24:37.765490
15590,intel xeon dp l5609 quad core 4 core 1.86 ghz processor,CPUs,2615,2206,1735,Pending,False,2024-10-26 12:24:37.765490
11314,lg 43lk5900pla/43lk5900pla,TVs,2614,1607,746,Cancelled,False,2024-10-22 12:24:37.765490
39290,hisense rf528n4wc1 american style side by side fridge freezer stainless steel,Fridge Freezers,2622,3208,405,Cancelled,False,2024-10-17 12:24:37.765490
12122,lg 43uj630v 43 lg ultra hd 4k tv,TVs,2614,3325,2380,Delivered,True,2024-10-03 12:24:37.765490
35385,lec tu55144w 55cm tall freezer in white 1 42m 6 53 cu ft a 3y gtee,Freezers,2621,1219,367,Delivered,True,2024-10-12 12:24:37.765490
32183,hoover dxoc48c3/1 80 dxoc48c3 8kg 1400rpm freestanding washing machine white,Washing Machines,2620,2549,1314,Delivered,True,2024-10-18 12:24:37.765490
14095,amd 5 1600x ryzen. processor family amd ryzen 5 processor frequenc,CPUs,2615,3341,1921,Shipped,False,2024-10-13 12:24:37.765490
25893,swan green digital combination microwave 25l,Microwaves,2618,2111,547,Delivered,False,2024-09-29 12:24:37.765490
25830,bosch cfa634gs1,Microwaves,2618,1661,1504,Pending,False,2024-10-27 12:24:37.765490
23141,panasonic lumix dmc tz60eb k compact camera 18.1mp 30x black,Digital Cameras,2617,2261,2216,Cancelled,False,2024-10-29 12:24:37.765490
25667,gorenje stand mikrowelle grill mo 4250 cli,Microwaves,2618,2226,453,Pending,False,2024-10-21 12:24:37.765490
15682,amd a series a4 4020 3.2ghz 1mb l2 processor,CPUs,2615,2121,417,Cancelled,False,2024-10-23 12:24:37.765490
15443,intel xeon e5 4603 processor 2 ghz box 10 mb smart cache,CPUs,2615,1041,1492,Shipped,False,2024-10-27 12:24:37.765490
39942,hisense rs723n4wb1 side by side fridge freezer in black,Fridge Freezers,2622,3150,318,Pending,False,2024-10-20 12:24:37.765490
40184,beko bcfd150 integrated frost free fridge freezer,Fridge Freezers,2622,3379,853,Delivered,False,2024-10-22 12:24:37.765490
264,iphone 6s space grey 128gb 4.7 unlocked sim free,Mobile Phones,2612,3178,728,Delivered,True,2024-10-03 12:24:37.765490
14042,intel pentium g4560 processor 3.5 ghz box 3 mb,CPUs,2615,3037,1927,Pending,False,2024-10-16 12:24:37.765490
12454,cello c28227f 71.1 cm 28 tv/dvd combo hdtv 1366 x 768,TVs,2614,2811,51,Pending,False,2024-10-15 12:24:37.765490
12210,lg oled77c8lla,TVs,2614,2127,1879,Shipped,False,2024-10-25 12:24:37.765490
37474,bosch kgv39vw32g avantixx lofrost fridge freezer in white 2 0m a,Fridge Freezers,2622,1465,830,Pending,False,2024-10-02 12:24:37.765490
46450,aeg skb61221af a k hlschrank integ. cool 122cm,Fridges,2623,1910,1504,Pending,False,2024-10-14 12:24:37.765490
3746,nokia c7 mobile phone,Mobile Phones,2612,2344,818,Cancelled,False,2024-10-11 12:24:37.765490
31353,whirlpool fscr90420 9kg 1400 spin washing machine white,Washing Machines,2620,1439,2464,Shipped,False,2024-10-25 12:24:37.765490
15315,intel core i3 3250 3.5 ghz 2 cores 4 threads 3 mb cache lga1155 socket oem,CPUs,2615,2194,334,Pending,False,2024-10-06 12:24:37.765490
11540,samsung hospitality display 55he690 led tv 139 7 cm 55 dark titan hg55ee6,TVs,2614,1240,237,Delivered,True,2024-10-08 12:24:37.765490
1673,microsoft lumia 650 lte black,Mobile Phones,2612,1340,299,Shipped,False,2024-10-16 12:24:37.765490
24490,swan sm22030bln retro digital microwave 800 w blue,Microwaves,2618,2280,697,Shipped,False,2024-10-13 12:24:37.765490
10714,qe55q9fn 55 inch qled ultra hd premium hdr 2000 smart tv,TVs,2614,1090,1163,Delivered,False,2024-10-06 12:24:37.765490
145,apple iphone x 5.8 single sim 4g 256gb silver,Mobile Phones,2612,3267,2122,Shipped,False,2024-10-07 12:24:37.765490
44289,samsung rr39m73407f 60cm wide freestanding fridge stainless steel,Fridges,2623,2712,1141,Shipped,False,2024-09-29 12:24:37.765490
13844,amd 7 1700. processor family amd ryzen 7 processor frequency 3 ghz,CPUs,2615,2789,671,Shipped,False,2024-10-29 12:24:37.765490
16066,amd a6 series dual core a6 6400k 3.9ghz accelerated processing unit,CPUs,2615,2633,251,Shipped,False,2024-10-17 12:24:37.765490
31675,samsung ww6000 8 kg white washing machine with ecobubble ww80j6410cw/eu,Washing Machines,2620,1409,1995,Delivered,False,2024-10-19 12:24:37.765490
13187,43 led smart tv full hd 1080p freeview hd media player record and wifi,TVs,2614,1233,32,Pending,False,2024-10-08 12:24:37.765490
17716,hp amd opteron 2216 2.4ghz 1mb l2 processor,CPUs,2615,1815,2227,Cancelled,False,2024-10-25 12:24:37.765490
13700,lg 60pb690v 60 3d plasma tv,TVs,2614,1630,1451,Shipped,False,2024-10-29 12:24:37.765490
28348,bosch sms69m12gb freestanding dishwasher,Dishwashers,2619,3412,1230,Pending,False,2024-10-22 12:24:37.765490
27904,ldvs2284 built in slimline 10 place setting dishwasher,Dishwashers,2619,3386,1030,Delivered,True,2024-10-07 12:24:37.765490
1400,grade a nokia 8 glossy blue 5.3 128gb 4g unlocked sim free,Mobile Phones,2612,1418,472,Shipped,False,2024-10-22 12:24:37.765490
11911,lg 43lj515v 109.2 cm 43 1920 x 1080 pixels full hd led dvb c,TVs,2614,2282,730,Pending,False,2024-10-09 12:24:37.765490
38415,bosch kiv87vs30g integrated 70/30 fridge freezer,Fridge Freezers,2622,1407,2105,Pending,False,2024-10-24 12:24:37.765490
43390,exquisit kgc 270 45 4.1 a,Fridge Freezers,2622,1742,164,Cancelled,False,2024-10-22 12:24:37.765490
35791,110litre upright freezer class a s/steel,Freezers,2621,3360,633,Cancelled,False,2024-10-23 12:24:37.765490
3066,tp link neffos y5s 4g lte smartphone 5 zoll hd,Mobile Phones,2612,2411,1650,Cancelled,False,2024-10-14 12:24:37.765490
37440,bosch serie 4 kgn34vb35g 50/50 fridge freezer black,Fridge Freezers,2622,2599,92,Delivered,True,2024-10-18 12:24:37.765490
24147,neff hlagd53n0b 900w 25l compact height built in microwave with grill for a 60cm wide cabinet stainless steel,Microwaves,2618,2596,2435,Cancelled,False,2024-10-18 12:24:37.765490
17031,hewlett packard enterprise intel xeon e5 2420 kit 1.9ghz 15mb l3,CPUs,2615,1468,2237,Shipped,False,2024-10-17 12:24:37.765490
16696,hp amd opteron quad core 2376 he 2.3ghz fio kit 2.3ghz 8mb l2,CPUs,2615,2355,2051,Shipped,False,2024-10-17 12:24:37.765490
41324,fridge freezer class a auto defrost white,Fridge Freezers,2622,1230,1553,Cancelled,False,2024-10-08 12:24:37.765490
17142,amd opteron os6176wktcego 2.3ghz 0.512mb l3 processor,CPUs,2615,3377,1443,Shipped,False,2024-10-19 12:24:37.765490
14514,intel core intel core i3 6320 processor 4m cache 3.90 ghz 6th g,CPUs,2615,2564,732,Delivered,True,2024-10-09 12:24:37.765490
397,doro 5030 mobiltelefon mit gro tasten 160 x 128 pixel farbe 4.3 cm 1.7 graphite 380424,Mobile Phones,2612,1975,1247,Delivered,False,2024-10-14 12:24:37.765490
11216,samsung 65 4k ultra hd smart qled flat tv qe65q8dna,TVs,2614,2572,2112,Delivered,False,2024-10-01 12:24:37.765490
16390,intel xeon silver 4114t 2.2 ghz 10 core 20 threads 13.75 mb cache lga3647 socket oem,CPUs,2615,1190,1238,Delivered,False,2024-10-08 12:24:37.765490
46111,siemens ki72lad30,Fridges,2623,1600,1767,Shipped,False,2024-10-19 12:24:37.765490
1044,samsung 3768985 galaxy j3 sim free smartphone black,Mobile Phones,2612,1393,1046,Delivered,True,2024-10-20 12:24:37.765490
31659,hotpoint rd1076jd 10 7kg 1600 spin washer dryer in white a rated,Washing Machines,2620,2319,1876,Delivered,False,2024-10-19 12:24:37.765490
17598,hewlett packard enterprise xeon e5530 2.4ghz 8mb l3 box processor,CPUs,2615,1915,1081,Pending,False,2024-10-02 12:24:37.765490
458,sony mobile xperia xz series mobile phone in black,Mobile Phones,2612,2233,1623,Delivered,True,2024-10-08 12:24:37.765490
29927,12 place dishwasher 7 programmes class a s/steel,Dishwashers,2619,2889,322,Delivered,True,2024-10-16 12:24:37.765490
47116,zanker einbau k lteger t kba13402dk,Fridges,2623,2279,2081,Delivered,True,2024-10-21 12:24:37.765490
25689,igenix ig2008 20 litre 800w manual microwave white,Microwaves,2618,2903,40,Shipped,False,2024-10-05 12:24:37.765490
22731,panasonic lumix dmc g7 body,Digital Cameras,2617,2219,2157,Pending,False,2024-10-23 12:24:37.765490
15191,intel xeon e5 2680v3 2.5 ghz 12 core 24 threads 30 mb cache lga2011 v3 socket box,CPUs,2615,1813,423,Pending,False,2024-10-23 12:24:37.765490
43071,smeg ri96lsi fridge freezer,Fridge Freezers,2622,3293,278,Cancelled,False,2024-10-02 12:24:37.765490
42190,hoover hmn7182bk/1 70cm american style frost free fridge freezer black,Fridge Freezers,2622,2285,1177,Pending,False,2024-10-08 12:24:37.765490
29531,smeg di45cl 45cm fully integrated dishwasher,Dishwashers,2619,2548,473,Pending,False,2024-10-29 12:24:37.765490
3600,lg optimus l3 ii,Mobile Phones,2612,1294,2134,Pending,False,2024-10-25 12:24:37.765490
16590,hp amd opteron 6176 2.3ghz 12mb l3 processor,CPUs,2615,2070,1432,Delivered,True,2024-10-25 12:24:37.765490
26724,bosch sms46ii00g/sms46ii00g,Dishwashers,2619,3129,2124,Cancelled,False,2024-10-15 12:24:37.765490
4051,lg u880 pink muse,Mobile Phones,2612,1436,293,Cancelled,False,2024-10-01 12:24:37.765490
26601,blomberg ldf42240w full size dishwasher white a rated,Dishwashers,2619,3329,1725,Cancelled,False,2024-10-20 12:24:37.765490
26026,samsung 1850w microwave oven cm1919,Microwaves,2618,2210,1484,Shipped,False,2024-10-04 12:24:37.765490
3897,nokia 5130 xpressmusic blue,Mobile Phones,2612,1375,1656,Shipped,False,2024-10-14 12:24:37.765490
3796,sony ericsson xperia x10 mini mobile phone,Mobile Phones,2612,1869,1521,Shipped,False,2024-10-22 12:24:37.765490
40121,fridgemaster mbc55275 54cm wide 70 30 integrated upright fridge freezer white,Fridge Freezers,2622,1669,1041,Pending,False,2024-09-29 12:24:37.765490
14915,intel xeon processor e5 2650 v3 25m cache 2.30 ghz 2.3ghz 25mb l3,CPUs,2615,3057,108,Delivered,False,2024-10-01 12:24:37.765490
21407,canon eos m100 mirrorless camera wth 15 45mm lens,Digital Cameras,2617,2461,1217,Shipped,False,2024-10-05 12:24:37.765490
15050,amd a8 9600 3.1 ghz 4 cores 2 mb cache socket am4,CPUs,2615,1057,464,Pending,False,2024-10-07 12:24:37.765490
3498,samsung galaxy ace 4 sim free smartphone grey,Mobile Phones,2612,1413,1426,Pending,False,2024-10-17 12:24:37.765490
33063,beko wda914401w 9kg wash 6kg dry 1400rpm freestanding washer dryer white,Washing Machines,2620,1174,661,Shipped,False,2024-10-27 12:24:37.765490
35893,cda fw582 54cm wide integrated upright in column freezer white,Freezers,2621,2429,2240,Delivered,True,2024-10-07 12:24:37.765490
21621,fujifilm x100f high performance compact camera black,Digital Cameras,2617,3141,212,Pending,False,2024-10-11 12:24:37.765490
23143,pentax k 1 digital slr camera body,Digital Cameras,2617,2921,557,Delivered,True,2024-10-21 12:24:37.765490
29883,siemens geschirrsp ler speedmatic iq500 stand wei sn258w02me,Dishwashers,2619,2787,564,Delivered,True,2024-10-10 12:24:37.765490
29448,miele g4720 sci 45cm 9 place settings semi integrated dishwasher white,Dishwashers,2619,2003,1435,Pending,False,2024-10-25 12:24:37.765490
39084,beko freestanding fridge freezer ct5381apw,Fridge Freezers,2622,2923,2194,Cancelled,False,2024-10-16 12:24:37.765490
897,apple iphone xs 256 gb gold,Mobile Phones,2612,1164,588,Pending,False,2024-10-14 12:24:37.765490
22573,panasonic lumix gx9 digital camera with 12 32mm lens kit,Digital Cameras,2617,2826,1541,Delivered,False,2024-10-16 12:24:37.765490
13056,sharp lc 40fg5341k 40 1080p full hd led smart tv with freeview hd,TVs,2614,1504,1331,Shipped,False,2024-10-02 12:24:37.765490
29842,bosch geschirrsp ler exclusiv supersilence unterbau edelstahl smu46ms03d,Dishwashers,2619,1176,1530,Delivered,True,2024-10-02 12:24:37.765490
36266,swan sr11040gn freestanding retro tall freezer 182 high a rated 230 litre green,Freezers,2621,2635,1495,Delivered,False,2024-10-18 12:24:37.765490
31274,washing machine,Washing Machines,2620,3192,807,Delivered,False,2024-09-30 12:24:37.765490
35188,liebherr gt 6122,Freezers,2621,1037,1714,Delivered,True,2024-10-18 12:24:37.765490
567,samsung galaxy s9 plus single sim 128 gb 6.2 inch android 8.0 oreo uk version sim free smartphone lilac purple,Mobile Phones,2612,1463,1416,Cancelled,False,2024-10-09 12:24:37.765490
30645,zanussi zwd71460nw washer dryer in white 1400rpm 7kg wash 4kg dry,Washing Machines,2620,2852,2299,Cancelled,False,2024-10-11 12:24:37.765490
37531,serie 4 kgd36vi30g 319 litre no frost fridge freezer,Fridge Freezers,2622,3202,1484,Cancelled,False,2024-10-21 12:24:37.765490
13766,loewe individual 46 selection full hd dr alu silver,TVs,2614,2306,1574,Pending,False,2024-09-30 12:24:37.765490
40235,hotpoint ffu3dgk 3 door frost free fridge freezer black,Fridge Freezers,2622,2482,1796,Cancelled,False,2024-10-20 12:24:37.765490
42915,aeg einbau k hl /gefrier kombination scb51821ls,Fridge Freezers,2622,2998,1841,Delivered,False,2024-10-22 12:24:37.765490
42165,hotpoint xal85t1iwwtd fridge freezer frost free 60cm 204 124ltrs white,Fridge Freezers,2622,3211,1581,Shipped,False,2024-10-26 12:24:37.765490
34951,315litre upright freezer no frost class a silver,Freezers,2621,3448,661,Shipped,False,2024-10-15 12:24:37.765490
45397,smeg fab5rpb retro mini bar fridge right hand hinge pastel blue,Fridges,2623,2977,1262,Shipped,False,2024-10-21 12:24:37.765490
36497,liebherr einbau gefrierschrank comfort dekorf hig eg 1624,Freezers,2621,1747,1061,Cancelled,False,2024-10-06 12:24:37.765490
41636,bosch kgn36nl30g nofrost fridge freezer,Fridge Freezers,2622,2107,1400,Pending,False,2024-10-05 12:24:37.765490
1964,doogee bl5000 5.5 inch fhd android 7.0 4g ram 4gb rom 64gb memeory phone,Mobile Phones,2612,2771,765,Delivered,True,2024-10-21 12:24:37.765490
2964,htc u12 life 64gb moonlight blue,Mobile Phones,2612,2257,1116,Shipped,False,2024-10-22 12:24:37.765490
26137,russell hobbs rhretmm705c solo microwave cream,Microwaves,2618,1062,1517,Delivered,False,2024-10-12 12:24:37.765490
844,doro phone 6050phone case 32mb gold/white,Mobile Phones,2612,3464,1757,Shipped,False,2024-10-10 12:24:37.765490
17421,hewlett packard enterprise intel xeon quad core e5540 2.53ghz fio kit 2.53ghz 8mb l2 processor,CPUs,2615,1997,1433,Pending,False,2024-10-18 12:24:37.765490
33977,gorenje w 8543 tb,Washing Machines,2620,2792,1486,Pending,False,2024-10-04 12:24:37.765490
25334,neff hlagd53n0b 38cm built in microwave with grill,Microwaves,2618,2409,2138,Pending,False,2024-10-26 12:24:37.765490
28611,neff geschirrsp ler gkv1400c,Dishwashers,2619,1168,1375,Delivered,True,2024-10-18 12:24:37.765490
30340,zwf91283w 9kg 1200 spin washing machine,Washing Machines,2620,3459,1873,Cancelled,False,2024-10-05 12:24:37.765490
22916,fujifilm x e3 digital camera with 15 45mm xc lens silver,Digital Cameras,2617,1951,637,Delivered,False,2024-10-08 12:24:37.765490
34332,avensys smeg ex dis wdi147s 60cm integrated washer dryer 7kg wash 4kg dry,Washing Machines,2620,3251,1228,Shipped,False,2024-10-13 12:24:37.765490
29215,bosch spu25cs03e,Dishwashers,2619,2479,1598,Shipped,False,2024-10-29 12:24:37.765490
37627,bosch kgn49xl30g serie 4 60/40 fridge freezer stainless steel,Fridge Freezers,2622,1702,2220,Delivered,False,2024-10-26 12:24:37.765490
33498,lg 10kg 1400 spin wifi washing machine in white f4j7jy2w with true steam 5 year guarantee by redemption,Washing Machines,2620,2250,1427,Cancelled,False,2024-10-12 12:24:37.765490
23018,leica cl vario kit 18 56mm,Digital Cameras,2617,2216,1199,Pending,False,2024-10-01 12:24:37.765490
41140,montpellier mab385c cream retro fridge freezer,Fridge Freezers,2622,2230,251,Shipped,False,2024-10-25 12:24:37.765490
2285,samsung galaxy y,Mobile Phones,2612,3229,1267,Cancelled,False,2024-10-10 12:24:37.765490
22123,sony a7 iii mirrorless camera black body only,Digital Cameras,2617,2475,1295,Pending,False,2024-10-27 12:24:37.765490
43067,smeg cf33sp fridge freezer,Fridge Freezers,2622,1796,1711,Delivered,True,2024-10-24 12:24:37.765490
34441,lg f4j5tn4ww 8kg 1400rpm washing machine white,Washing Machines,2620,2767,1992,Shipped,False,2024-10-23 12:24:37.765490
17339,hp intel xeon dp e5620 quad core 4 core 2.40 ghz processor upgrade,CPUs,2615,2768,1658,Shipped,False,2024-10-04 12:24:37.765490
47299,aeg skz71800f0 integrated fridge,Fridges,2623,2505,1172,Pending,False,2024-10-04 12:24:37.765490
31998,miele w1 twindos free standing washing machine in white,Washing Machines,2620,1532,1758,Delivered,False,2024-10-12 12:24:37.765490
47069,nordmende rul121nmwha fridge glass shelves,Fridges,2623,2097,720,Pending,False,2024-10-14 12:24:37.765490
40150,hoover hff195xwk frost free fridge freezer with water dispenser in stainless steel,Fridge Freezers,2622,1440,1368,Cancelled,False,2024-10-08 12:24:37.765490
2283,samsung galaxy s iii mini smartphone 3g 8 gb microsdhc slot gsm 4 800 x 480 pixels super amoled ram 1 gb 5 mp android pebble blue,Mobile Phones,2612,1832,1541,Cancelled,False,2024-10-16 12:24:37.765490
10509,samsung ue50nu7400/ue50nu7400,TVs,2614,2161,1146,Shipped,False,2024-10-20 12:24:37.765490
47266,electrolux erg3313aow 177.3 cm high integrated in column larder fridge,Fridges,2623,2602,2458,Cancelled,False,2024-10-18 12:24:37.765490
10706,samsung qe55q7fna,TVs,2614,1232,1028,Cancelled,False,2024-10-09 12:24:37.765490
14216,wof processor intel core i3 i3 8350k 4 x 4.0 ghz q,CPUs,2615,1507,517,Pending,False,2024-10-27 12:24:37.765490
28608,neff gk6601tn geschirrsp ler 45 cm intergrierbar s486t60s1e edelstahl,Dishwashers,2619,3254,2398,Delivered,True,2024-10-16 12:24:37.765490
1418,lg nexus 5x 32gb sim free mobile phone carbon black,Mobile Phones,2612,1985,1148,Delivered,True,2024-10-25 12:24:37.765490
24794,smeg linea sf4120mc intergrated,Microwaves,2618,1097,581,Shipped,False,2024-09-30 12:24:37.765490
3953,nokia e71 mobile phone sim free unlocked black,Mobile Phones,2612,1350,421,Pending,False,2024-09-30 12:24:37.765490
12973,101.6 cm 40 1920x1080p 350 cd/m 200hz pmr rms 2x 10w 802.1,TVs,2614,2965,1070,Cancelled,False,2024-10-15 12:24:37.765490
30150,bosch wiw28300gb integrated 8kg 1400 spin washing machine white a rated,Washing Machines,2620,3314,1978,Cancelled,False,2024-10-14 12:24:37.765490
39228,beko cfp1691dw 191x60cm frost free freestanding fridge freezer with non plumbed water dispenser whit,Fridge Freezers,2622,1120,620,Shipped,False,2024-10-26 12:24:37.765490
21589,canon eos 80d ef s 18 55 is stm,Digital Cameras,2617,3223,542,Delivered,False,2024-10-06 12:24:37.765490
31736,samsung ww70j5355fx,Washing Machines,2620,1213,1130,Shipped,False,2024-10-01 12:24:37.765490
44286,with all around cooling,Fridges,2623,1030,18,Cancelled,False,2024-10-23 12:24:37.765490
759,sony xperia xz2,Mobile Phones,2612,1422,1405,Shipped,False,2024-10-14 12:24:37.765490
38501,blomberg kfd4952xd frost free side by side fridge freezer,Fridge Freezers,2622,1042,176,Pending,False,2024-10-28 12:24:37.765490
26976,neff s586t60d0g 45cm fully integrated dishwasher 9 place settings a,Dishwashers,2619,3201,1101,Cancelled,False,2024-10-25 12:24:37.765490
14935,intel celeron g1850 dual core 2 core 2.90 ghz processor,CPUs,2615,1489,1060,Shipped,False,2024-10-07 12:24:37.765490
28973,siemens sn514s00ae geschirrsp ler integriert 60cm,Dishwashers,2619,1723,2186,Delivered,False,2024-10-26 12:24:37.765490
29353,siemens geschirrsp ler speedmatic unterbau wei incl. sockelblech sn336w03ie,Dishwashers,2619,2076,1946,Shipped,False,2024-10-28 12:24:37.765490
10645,panasonic tx 65fx700b 65 inch ultra hd 1600hz 4k hdr smart led tv with freeview play black 2018 model energy class a,TVs,2614,2997,409,Shipped,False,2024-10-23 12:24:37.765490
16142,hewlett packard enterprise intel xeon e5 2603 1.8ghz 10mb l3 processor,CPUs,2615,3014,2119,Cancelled,False,2024-10-22 12:24:37.765490
33951,hoover 1600 spin 9kg washing machine dxa69aw3,Washing Machines,2620,1127,1654,Delivered,True,2024-10-03 12:24:37.765490
28898,bosch sbv88tx36e geschirrsp ler vollintegrierbar mit varioschublade 60cm,Dishwashers,2619,3351,2421,Shipped,False,2024-10-05 12:24:37.765490
44160,smeg fab10rr 50s style red home bar fridge,Fridges,2623,1485,248,Shipped,False,2024-10-19 12:24:37.765490
41956,liebherr icun3314 comfort,Fridge Freezers,2622,3151,657,Pending,False,2024-09-30 12:24:37.765490
34168,bosch waschmaschine wat28391,Washing Machines,2620,3119,2290,Pending,False,2024-10-20 12:24:37.765490
43136,bosch kad99pi30 freistehend 510l a chrom,Fridge Freezers,2622,2880,173,Delivered,False,2024-10-25 12:24:37.765490
3579,nokia 515,Mobile Phones,2612,2362,70,Delivered,False,2024-10-29 12:24:37.765490
34611,aeg l6470afl a ws waschmaschine 1400upm 7kg,Washing Machines,2620,2059,2303,Shipped,False,2024-09-29 12:24:37.765490
1272,doro 1360 6.1 cm 2.4 240 x 320 pixels microsd transflash 8 m,Mobile Phones,2612,2693,180,Delivered,False,2024-10-12 12:24:37.765490
22352,sony cyber shot hx90 digital camera,Digital Cameras,2617,1898,1856,Shipped,False,2024-10-16 12:24:37.765490
37726,neff ki5862s30g built in fridge freezer 177x54sliding hinge 60 40 split,Fridge Freezers,2622,1787,861,Cancelled,False,2024-10-27 12:24:37.765490
31641,siemens wd14h422gb 7kg washer dryer,Washing Machines,2620,1109,874,Shipped,False,2024-10-11 12:24:37.765490
29470,siemens dishwasher 45cm freestanding dishwasher silver inox,Dishwashers,2619,2758,1360,Shipped,False,2024-10-11 12:24:37.765490
41806,matrix mfc501 54cm wide 50 50 integrated upright fridge freezer white,Fridge Freezers,2622,2316,1968,Delivered,True,2024-10-29 12:24:37.765490
35433,siemens gs36nvx3pg iq 300 60cm freestanding frost free freezer black steel,Freezers,2621,3401,110,Delivered,True,2024-10-19 12:24:37.765490
31668,washing machine,Washing Machines,2620,2915,215,Delivered,False,2024-10-16 12:24:37.765490
12385,panasonic 32 inch tx 32fs400b smart hd ready tv with hdr,TVs,2614,1025,1918,Delivered,True,2024-10-11 12:24:37.765490
10663,sony kd 43xf7073 43 ultra hd 4k hdr smart tv,TVs,2614,2138,932,Pending,False,2024-10-11 12:24:37.765490
28763,siemens geschirrsp ler sn636x00ce,Dishwashers,2619,1585,12,Cancelled,False,2024-10-04 12:24:37.765490
